log_id,date,engine_id,ata_chapter,component,text
LOG-2211,2026-01-11 20:02,10,72-40,Low-Pressure Turbine (LPT),"ATA 72-40 | Engine 10: Hot streak on turbine inlet temperature (TIT) sensor trace indicates circumferential non-uniformity in combustion. High-pressure fuel pump replaced (PN: 958-C71). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-2212,2026-03-02 13:02,32,36-10,Bleed Air / Anti-Ice System,EHM System Flag — Sensor S16 | Engine 32 | ATA 36-10: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Performed deep chemical wash and re-torqued casing bolts to 450 in-lbs per AMM 36-10-00-03.
LOG-2213,2026-03-17 20:02,71,72-40,Low-Pressure Turbine (LPT),"Maintenance Debrief Engine 71 (Low-Pressure Turbine (LPT), ATA 72-40): Crew reported anomaly. Finding: Bleed duct insulation blanket missing from 18-inch section; risk of overheat on adjacent hydraulic line. Nose cowl anti-ice duct insulation blanket replaced per AMM 30-21-01. Adjacent structure inspected — no heat damage found."
LOG-2214,2026-02-22 10:02,60,72-60,Accessory Gearbox (AGB),ACARS Engine Alert — Engine 60 Sensor S19: HPT stage-2 nozzle guide vanes exhibit oxidation and hot-section erosion beyond serviceable limits. Ground team response: Combustor liner replaced with serviceable unit (PN: 603-B54). Borescope post-installation confirms correct seating.
LOG-2215,2025-06-05 16:02,49,72-30,High-Pressure Compressor (HPC),"Routine Inspection of High-Pressure Compressor (HPC) on Engine 49: LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. Action Taken: Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet."
LOG-2216,2025-11-20 13:02,31,71-10,Inlet / Nacelle,ATA 71-10 | Engine 31: Seal degradation resulting in higher-than-expected secondary airflow bypass; labyrinth knife-edges worn. Engine mount bushings replaced per AMM 71-20-01 (PN: 492-Z74). Alignment checked; free-play within 0.008 in limit.
LOG-2217,2025-07-17 15:02,31,79-00,Oil System,ACARS Engine Alert — Engine 31 Sensor S18: Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. Ground team response: Nose cowl anti-ice duct insulation blanket replaced per AMM 30-21-01. Adjacent structure inspected — no heat damage found.
LOG-2218,2026-03-13 15:02,32,72-20,Fan Module / Bypass,Post-Flight Inspection Engine 32 (ATA 72-20): Impact damage to fan spinner cone; crack propagating from rivet hole confirmed by dye-penetrant check. Performed MCD chip analysis per Engineering Order EO-219-A36; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2219,2025-06-24 11:02,99,72-30,Variable Stator Vane (VSV) System,Borescope Work Order | Engine 99 | Variable Stator Vane (VSV) System: Excessive vibration recorded on the #2 bearing structural frame — 3.2 IPS pk-pk against limit of 2.5 IPS. Outcome: P&D valve replaced (PN: 198-B33). Engine shutdown test × 3 confirms full closure within 1.5 s. Leak check clear.
LOG-2220,2025-09-18 01:02,41,36-10,Bleed Air / Anti-Ice System,ATA 36-10 | Engine 41: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Turbine Rear Frame strut repair per DER-approved repair scheme RS-759-Z47. NDT re-check clear. Returned to service.
LOG-2221,2025-06-19 06:02,32,72-60,Accessory Gearbox (AGB),Post-Flight Inspection Engine 32 (ATA 72-60): Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Removed and routed to off-site MRO shop for full overhaul (work order WO-478-C97). Installed serviceable spare.
LOG-2222,2026-03-02 09:02,39,73-20,Engine Control (FADEC),Auto-Alert on Sensor S21 (Engine 39). Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Anti-ice valve replaced (PN: 249-X62) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-2223,2025-10-24 21:02,51,73-10,Fuel System,Trend Analysis Report — Engine 51 Fuel System: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Maintenance response: Bleed check valve replaced (PN: 810-A33). Bleed system functional test at ground idle and max continuous — normal.
LOG-2224,2025-11-21 11:02,21,72-40,Combustor Section,Routine Inspection of Combustor Section on Engine 21: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Action Taken: Carried out compressor on-wing wash per CFMI SB 72-0XXX. EGT margin recovered by 18 °C. Returned to service.
LOG-2225,2025-05-28 06:02,88,71-20,Engine Mounts / Pylon,ACARS Engine Alert — Engine 88 Sensor S1: Engine mount forward link bushings worn beyond serviceable limits; free-play measured at 0.025 in. Ground team response: Combustor liner replaced with serviceable unit (PN: 563-A84). Borescope post-installation confirms correct seating.
LOG-2226,2026-05-15 11:02,34,72-30,High-Pressure Compressor (HPC),Trend Analysis Report — Engine 34 High-Pressure Compressor (HPC): Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Maintenance response: Adjusted fuel-flow metering within FADEC software limits (ref SB 72-30-73-12). Cleared for revenue service.
LOG-2227,2025-12-23 17:02,54,36-10,Bleed Air / Anti-Ice System,"Trend Analysis Report — Engine 54 Bleed Air / Anti-Ice System: ACARS transmitted unsolicited engine exceedance event; review confirmed sensor spike, not true exceedance. Maintenance response: Unison ring replaced (PN: 393-Z37) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°."
LOG-2228,2026-04-10 10:02,56,72-30,Variable Stator Vane (VSV) System,"EHM System Flag — Sensor S9 | Engine 56 | ATA 72-30: Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Replaced fuel nozzle set (24 nozzles, PN: 469-A35). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-2229,2025-10-08 16:02,37,72-40,Low-Pressure Turbine (LPT),"Maintenance Debrief Engine 37 (Low-Pressure Turbine (LPT), ATA 72-40): Crew reported anomaly. Finding: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS."
LOG-2230,2026-02-10 01:02,37,72-50,High-Pressure Turbine (HPT),Auto-Alert on Sensor S12 (Engine 37). Oil filter bypass indicator (OFBI) popped in-flight; filter element found heavily loaded with metallic debris. EGT harness replaced (PN: 505-B79). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2231,2026-03-23 06:02,51,71-20,Engine Mounts / Pylon,Heavy Check C-Visit Finding | Engine 51 | Engine Mounts / Pylon: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Engineering disposition: Igniter plug replaced (PN: 477-B24). Ignition system verified per AMM 74-10-00 — light-off within 10 seconds.
LOG-2232,2025-09-05 08:02,13,72-50,High-Pressure Turbine (HPT),Engine 13 AOG Recovery — High-Pressure Turbine (HPT) (ATA 72-50): Thrust reverser hydraulic actuator internal leak rate measured at 18 cc/min against limit of 5 cc/min. Expedited action: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 982-X79). Tap test confirms no further delamination.
LOG-2233,2025-06-01 14:02,13,71-20,Engine Mounts / Pylon,Engine 13 AOG Recovery — Engine Mounts / Pylon (ATA 71-20): Combustor liner TBC spallation exposing parent metal in hot-spot region; liner at life limit. Expedited action: EGT harness replaced (PN: 711-X45). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2234,2026-01-12 01:02,70,79-00,Oil System,"Maintenance Debrief Engine 70 (Oil System, ATA 79-00): Crew reported anomaly. Finding: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Sensor recalibrated against master gauge (serial #246-A56). Ground engine run at max continuous power — all params normal."
LOG-2235,2026-02-19 19:02,55,72-20,Low-Pressure Compressor (LPC / Booster),"Borescope Work Order | Engine 55 | Low-Pressure Compressor (LPC / Booster): Oil cooler matrix found cracked at inlet header, causing low oil pressure indication. Outcome: Turbine Rear Frame strut repair per DER-approved repair scheme RS-255-X57. NDT re-check clear. Returned to service."
LOG-2236,2025-10-28 06:02,34,72-30,Variable Stator Vane (VSV) System,Line Maintenance Write-Up #2236 | Variable Stator Vane (VSV) System (ATA 72-30): Impact damage to fan spinner cone; crack propagating from rivet hole confirmed by dye-penetrant check. Resolution: Applied high-temp RTV sealant (MIL-A-46146) and safety-wired mounting brackets per engineering order.
LOG-2237,2025-05-30 07:02,100,73-10,Fuel System,Borescope Work Order | Engine 100 | Fuel System: Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. Outcome: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 919-X95). WIF sensor re-tested OK.
LOG-2238,2026-04-16 17:02,47,73-10,Fuel System,"ATA 73-10 | Engine 47: Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Replaced fuel nozzle set (24 nozzles, PN: 898-Z71). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-2239,2025-11-30 13:02,71,73-10,Fuel System,Pilot Report — Engine 71 (Fuel System): Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. Corrective Action: Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-2240,2025-12-02 09:02,91,71-20,Engine Mounts / Pylon,EHM System Flag — Sensor S1 | Engine 91 | ATA 71-20: Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Starter replaced (PN: 316-X48); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-2241,2025-09-14 02:02,89,36-10,Bleed Air / Anti-Ice System,Routine Inspection of Bleed Air / Anti-Ice System on Engine 89: LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Action Taken: Unison ring replaced (PN: 171-A34) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-2242,2025-07-16 20:02,28,73-20,Engine Control (FADEC),ACARS Engine Alert — Engine 28 Sensor S20: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Ground team response: Fan cowl latch replaced (PN: 723-A50). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-2243,2025-12-03 18:02,9,72-20,Fan Module / Bypass,"Maintenance Debrief Engine 9 (Fan Module / Bypass, ATA 72-20): Crew reported anomaly. Finding: Hot streak on turbine inlet temperature (TIT) sensor trace indicates circumferential non-uniformity in combustion. Combustor liner replaced with serviceable unit (PN: 588-B44). Borescope post-installation confirms correct seating."
LOG-2244,2025-11-30 07:02,97,36-10,Bleed Air / Anti-Ice System,EHM System Flag — Sensor S16 | Engine 97 | ATA 36-10: EGT thermocouple harness chafing against fuel line; two conductors show bare wire. EGT harness replaced (PN: 430-Z50). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2245,2025-07-19 07:02,72,74-10,Starter / Ignition System,"Maintenance Debrief Engine 72 (Starter / Ignition System, ATA 74-10): Crew reported anomaly. Finding: Actuator linkage found binding during manual operational check; jam nut backed off causing misalignment. Turbine Rear Frame strut repair per DER-approved repair scheme RS-492-B19. NDT re-check clear. Returned to service."
LOG-2246,2025-12-30 06:02,99,79-00,Oil System,EHM System Flag — Sensor S18 | Engine 99 | ATA 79-00: Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. EGT harness replaced (PN: 350-Z84). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2247,2025-09-07 15:02,98,72-50,Turbine Rear Frame (TRF),"Routine Inspection of Turbine Rear Frame (TRF) on Engine 98: Oil cooler matrix found cracked at inlet header, causing low oil pressure indication. Action Taken: Starter replaced (PN: 216-C79); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3."
LOG-2248,2025-12-01 17:02,69,72-20,Fan Module / Bypass,Borescope Work Order | Engine 69 | Fan Module / Bypass: HPC casing distortion causing variable stator vane (VSV) schedule anomaly at high power settings. Outcome: Starter replaced (PN: 595-B58); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-2249,2025-07-30 06:02,49,72-20,Low-Pressure Compressor (LPC / Booster),Shop Finding — Engine S/N 49 | Low-Pressure Compressor (LPC / Booster): Turbine Rear Frame strut cracks detected by eddy-current inspection; 3 of 10 struts affected. Disposition: Fan cowl latch replaced (PN: 377-C81). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-2250,2025-08-30 16:02,4,72-30,High-Pressure Compressor (HPC),Pilot Report — Engine 4 (High-Pressure Compressor (HPC)): Excessive vibration recorded on the #2 bearing structural frame — 3.2 IPS pk-pk against limit of 2.5 IPS. Corrective Action: Thrust reverser actuator replaced (PN: 302-A40). Full stow/deploy cycle tests × 5 — all within time limits.
LOG-2251,2025-09-20 08:02,42,72-50,Turbine Rear Frame (TRF),Borescope Work Order | Engine 42 | Turbine Rear Frame (TRF): Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Outcome: Fan cowl latch replaced (PN: 926-B90). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-2252,2025-05-28 13:02,10,73-10,Fuel System,Heavy Check C-Visit Finding | Engine 10 | Fuel System: Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Engineering disposition: Combustor liner replaced with serviceable unit (PN: 289-X11). Borescope post-installation confirms correct seating.
LOG-2253,2025-06-06 10:02,27,36-10,Bleed Air / Anti-Ice System,Engine 27 AOG Recovery — Bleed Air / Anti-Ice System (ATA 36-10): Turbine Rear Frame strut cracks detected by eddy-current inspection; 3 of 10 struts affected. Expedited action: Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-2254,2025-09-30 20:02,22,72-60,Accessory Gearbox (AGB),"Post-Flight Inspection Engine 22 (ATA 72-60): LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable."
